adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2023-08-01,2023-08-31,2023,131,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2023-08-01,2023-08-31,2023,213,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2023-08-01,2023-08-31,2023,141,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA SELATA,NA,"INDONESIA, SUMATERA SELATA",IDN,1013693,ID-SS,NA,2023-08-01,2023-08-31,2023,209,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2023-08-01,2023-08-31,2023,439,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2023-08-01,2023-08-31,2023,8719,Total,Admin0,Month,WHOSEARO-ALL-2024-Y03-00,SEARO
INDONESIA,ACEH,NA,"INDONESIA, ACEH",IDN,1013671,ID-AC,NA,2023-09-01,2023-09-30,2023,164,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BABEL,NA,"INDONESIA, BABEL",IDN,1013675,ID-BB,NA,2023-09-01,2023-09-30,2023,102,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2023-09-01,2023-09-30,2023,276,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2023-09-01,2023-09-30,2023,388,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2023-09-01,2023-09-30,2023,103,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,D.I YOGYA,NA,"INDONESIA, D.I YOGYA",IDN,1013669,ID-YO,NA,2023-09-01,2023-09-30,2023,47,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2023-09-01,2023-09-30,2023,189,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2023-09-01,2023-09-30,2023,41,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2023-09-01,2023-09-30,2023,80,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2023-09-01,2023-09-30,2023,1469,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2023-09-01,2023-09-30,2023,278,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2023-09-01,2023-09-30,2023,485,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2023-09-01,2023-09-30,2023,1285,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN SELATA,NA,"INDONESIA, KALIMANTAN SELATA",IDN,1013685,ID-KS,NA,2023-09-01,2023-09-30,2023,110,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2023-09-01,2023-09-30,2023,463,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2023-09-01,2023-09-30,2023,384,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN UTARA,NA,"INDONESIA, KALIMANTAN UTARA",IDN,1013687,ID-KI,NA,2023-09-01,2023-09-30,2023,71,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KEPULAUAN RIAU,NA,"INDONESIA, KEPULAUAN RIAU",IDN,1013665,ID-KR,NA,2023-09-01,2023-09-30,2023,54,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2023-09-01,2023-09-30,2023,117,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2023-09-01,2023-09-30,2023,15,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2023-09-01,2023-09-30,2023,69,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2023-09-01,2023-09-30,2023,75,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2023-09-01,2023-09-30,2023,44,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2023-09-01,2023-09-30,2023,16,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA BARAT,NA,"INDONESIA, PAPUA BARAT",IDN,1013664,ID-PB,NA,2023-09-01,2023-09-30,2023,63,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA BARAT DAYA,NA,"INDONESIA, PAPUA BARAT DAYA",IDN,1013664,ID-PB,NA,2023-09-01,2023-09-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA PEGUNUNGAN,NA,"INDONESIA, PAPUA PEGUNUNGAN",IDN,1013694,ID-PA,NA,2023-09-01,2023-09-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA SELATAN,NA,"INDONESIA, PAPUA SELATAN",IDN,1013664,ID-PB,NA,2023-09-01,2023-09-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA TENGAH,NA,"INDONESIA, PAPUA TENGAH",IDN,1013694,ID-PA,NA,2023-09-01,2023-09-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2023-09-01,2023-09-30,2023,177,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI BARAT,NA,"INDONESIA, SULAWESI BARAT",IDN,1013692,ID-SR,NA,2023-09-01,2023-09-30,2023,137,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI SELATA,NA,"INDONESIA, SULAWESI SELATA",IDN,1013689,ID-SN,NA,2023-09-01,2023-09-30,2023,172,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2023-09-01,2023-09-30,2023,106,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2023-09-01,2023-09-30,2023,83,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2023-09-01,2023-09-30,2023,170,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2023-09-01,2023-09-30,2023,125,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA SELATA,NA,"INDONESIA, SUMATERA SELATA",IDN,1013693,ID-SS,NA,2023-09-01,2023-09-30,2023,176,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2023-09-01,2023-09-30,2023,412,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2023-09-01,2023-09-30,2023,7946,Total,Admin0,Month,WHOSEARO-ALL-2024-Y03-00,SEARO
INDONESIA,ACEH,NA,"INDONESIA, ACEH",IDN,1013671,ID-AC,NA,2023-10-01,2023-10-31,2023,210,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BABEL,NA,"INDONESIA, BABEL",IDN,1013675,ID-BB,NA,2023-10-01,2023-10-31,2023,90,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2023-10-01,2023-10-31,2023,251,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2023-10-01,2023-10-31,2023,261,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2023-10-01,2023-10-31,2023,73,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,D.I YOGYA,NA,"INDONESIA, D.I YOGYA",IDN,1013669,ID-YO,NA,2023-10-01,2023-10-31,2023,58,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2023-10-01,2023-10-31,2023,183,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2023-10-01,2023-10-31,2023,44,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2023-10-01,2023-10-31,2023,79,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2023-10-01,2023-10-31,2023,1323,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2023-10-01,2023-10-31,2023,286,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2023-10-01,2023-10-31,2023,520,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2023-10-01,2023-10-31,2023,1654,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN SELATA,NA,"INDONESIA, KALIMANTAN SELATA",IDN,1013685,ID-KS,NA,2023-10-01,2023-10-31,2023,185,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2023-10-01,2023-10-31,2023,471,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2023-10-01,2023-10-31,2023,410,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN UTARA,NA,"INDONESIA, KALIMANTAN UTARA",IDN,1013687,ID-KI,NA,2023-10-01,2023-10-31,2023,64,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KEPULAUAN RIAU,NA,"INDONESIA, KEPULAUAN RIAU",IDN,1013665,ID-KR,NA,2023-10-01,2023-10-31,2023,41,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2023-10-01,2023-10-31,2023,95,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2023-10-01,2023-10-31,2023,20,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2023-10-01,2023-10-31,2023,59,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2023-10-01,2023-10-31,2023,111,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2023-10-01,2023-10-31,2023,81,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2023-10-01,2023-10-31,2023,18,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA BARAT,NA,"INDONESIA, PAPUA BARAT",IDN,1013664,ID-PB,NA,2023-10-01,2023-10-31,2023,92,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA BARAT DAYA,NA,"INDONESIA, PAPUA BARAT DAYA",IDN,1013664,ID-PB,NA,2023-10-01,2023-10-31,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA PEGUNUNGAN,NA,"INDONESIA, PAPUA PEGUNUNGAN",IDN,1013694,ID-PA,NA,2023-10-01,2023-10-31,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA SELATAN,NA,"INDONESIA, PAPUA SELATAN",IDN,1013664,ID-PB,NA,2023-10-01,2023-10-31,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA TENGAH,NA,"INDONESIA, PAPUA TENGAH",IDN,1013694,ID-PA,NA,2023-10-01,2023-10-31,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2023-10-01,2023-10-31,2023,231,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI BARAT,NA,"INDONESIA, SULAWESI BARAT",IDN,1013692,ID-SR,NA,2023-10-01,2023-10-31,2023,75,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI SELATA,NA,"INDONESIA, SULAWESI SELATA",IDN,1013689,ID-SN,NA,2023-10-01,2023-10-31,2023,167,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2023-10-01,2023-10-31,2023,124,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2023-10-01,2023-10-31,2023,113,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2023-10-01,2023-10-31,2023,134,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2023-10-01,2023-10-31,2023,132,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA SELATA,NA,"INDONESIA, SUMATERA SELATA",IDN,1013693,ID-SS,NA,2023-10-01,2023-10-31,2023,175,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2023-10-01,2023-10-31,2023,509,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2023-10-01,2023-10-31,2023,8339,Total,Admin0,Month,WHOSEARO-ALL-2024-Y03-00,SEARO
INDONESIA,ACEH,NA,"INDONESIA, ACEH",IDN,1013671,ID-AC,NA,2023-11-01,2023-11-30,2023,182,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BABEL,NA,"INDONESIA, BABEL",IDN,1013675,ID-BB,NA,2023-11-01,2023-11-30,2023,150,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2023-11-01,2023-11-30,2023,238,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2023-11-01,2023-11-30,2023,352,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2023-11-01,2023-11-30,2023,100,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,D.I YOGYA,NA,"INDONESIA, D.I YOGYA",IDN,1013669,ID-YO,NA,2023-11-01,2023-11-30,2023,54,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2023-11-01,2023-11-30,2023,118,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2023-11-01,2023-11-30,2023,55,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2023-11-01,2023-11-30,2023,114,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2023-11-01,2023-11-30,2023,1326,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2023-11-01,2023-11-30,2023,285,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2023-11-01,2023-11-30,2023,552,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2023-11-01,2023-11-30,2023,2175,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN SELATA,NA,"INDONESIA, KALIMANTAN SELATA",IDN,1013685,ID-KS,NA,2023-11-01,2023-11-30,2023,295,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2023-11-01,2023-11-30,2023,969,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2023-11-01,2023-11-30,2023,551,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KALIMANTAN UTARA,NA,"INDONESIA, KALIMANTAN UTARA",IDN,1013687,ID-KI,NA,2023-11-01,2023-11-30,2023,65,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,KEPULAUAN RIAU,NA,"INDONESIA, KEPULAUAN RIAU",IDN,1013665,ID-KR,NA,2023-11-01,2023-11-30,2023,54,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2023-11-01,2023-11-30,2023,111,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2023-11-01,2023-11-30,2023,34,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2023-11-01,2023-11-30,2023,30,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2023-11-01,2023-11-30,2023,132,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2023-11-01,2023-11-30,2023,190,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2023-11-01,2023-11-30,2023,16,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA BARAT,NA,"INDONESIA, PAPUA BARAT",IDN,1013664,ID-PB,NA,2023-11-01,2023-11-30,2023,88,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA BARAT DAYA,NA,"INDONESIA, PAPUA BARAT DAYA",IDN,1013664,ID-PB,NA,2023-11-01,2023-11-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA PEGUNUNGAN,NA,"INDONESIA, PAPUA PEGUNUNGAN",IDN,1013694,ID-PA,NA,2023-11-01,2023-11-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA SELATAN,NA,"INDONESIA, PAPUA SELATAN",IDN,1013664,ID-PB,NA,2023-11-01,2023-11-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,PAPUA TENGAH,NA,"INDONESIA, PAPUA TENGAH",IDN,1013694,ID-PA,NA,2023-11-01,2023-11-30,2023,0,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2023-11-01,2023-11-30,2023,240,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI BARAT,NA,"INDONESIA, SULAWESI BARAT",IDN,1013692,ID-SR,NA,2023-11-01,2023-11-30,2023,156,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI SELATA,NA,"INDONESIA, SULAWESI SELATA",IDN,1013689,ID-SN,NA,2023-11-01,2023-11-30,2023,195,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2023-11-01,2023-11-30,2023,123,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2023-11-01,2023-11-30,2023,148,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2023-11-01,2023-11-30,2023,229,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2023-11-01,2023-11-30,2023,157,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA SELATA,NA,"INDONESIA, SUMATERA SELATA",IDN,1013693,ID-SS,NA,2023-11-01,2023-11-30,2023,221,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2023-11-01,2023-11-30,2023,377,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2023-11-01,2023-11-30,2023,10082,Total,Admin0,Month,WHOSEARO-ALL-2024-Y03-00,SEARO
INDONESIA,ACEH,NA,"INDONESIA, ACEH",IDN,1013671,ID-AC,NA,2023-12-01,2023-12-31,2023,169,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
INDONESIA,BABEL,NA,"INDONESIA, BABEL",IDN,1013675,ID-BB,NA,2023-12-01,2023-12-31,2023,376,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-03,SEARO
