adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1970-01-01,1970-12-31,1970,477,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1971-01-01,1971-12-31,1971,267,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1969-01-01,1969-12-31,1969,167,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1974-01-01,1974-12-31,1974,4586,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1975-01-01,1975-12-31,1975,4563,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1972-01-01,1972-12-31,1972,1400,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1973-01-01,1973-12-31,1973,10189,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1978-01-01,1978-12-31,1978,6989,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1979-01-01,1979-12-31,1979,3422,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1976-01-01,1976-12-31,1976,4548,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1977-01-01,1977-12-31,1977,7826,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1982-01-01,1982-12-31,1982,4665,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1983-01-01,1983-12-31,1983,13875,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1984-01-01,1984-12-31,1984,12710,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1985-01-01,1985-12-31,1985,13588,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1986-01-01,1986-12-31,1986,16529,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1987-01-01,1987-12-31,1987,23864,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1988-01-01,1988-12-31,1988,44573,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1989-01-01,1989-12-31,1989,10362,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1990-01-01,1990-12-31,1990,22807,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1991-01-01,1991-12-31,1991,21120,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1992-01-01,1992-12-31,1992,17620,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1980-01-01,1980-12-31,1980,5007,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1981-01-01,1981-12-31,1981,5909,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1995-01-01,1995-12-31,1995,35102,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2001-01-01,2001-12-31,2001,1324,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2001-01-01,2001-12-31,2001,228,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2001-01-01,2001-12-31,2001,11,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2001-01-01,2001-12-31,2001,0,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2001-01-01,2001-12-31,2001,45904,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2002-01-01,2002-12-31,2002,6357,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2002-01-01,2002-12-31,2002,197,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2002-01-01,2002-12-31,2002,300,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2002-01-01,2002-12-31,2002,5308,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2002-01-01,2002-12-31,2002,3986,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1993-01-01,1993-12-31,1993,17418,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1994-01-01,1994-12-31,1994,18783,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1968-01-01,1968-12-31,1968,58,Total,Admin0,Year,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2002-01-01,2002-12-31,2002,5750,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2002-01-01,2002-12-31,2002,713,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2002-01-01,2002-12-31,2002,1910,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2002-01-01,2002-12-31,2002,2408,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2002-01-01,2002-12-31,2002,51,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2002-01-01,2002-12-31,2002,81,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,KEPULAUAN BANGKA BELITUNG,NA,"INDONESIA, KEPULAUAN BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2002-01-01,2002-12-31,2002,29,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2002-01-01,2002-12-31,2002,348,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,NANGGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2002-01-01,2002-12-31,2002,92,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2002-01-01,2002-12-31,2002,72,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2002-01-01,2002-12-31,2002,4817,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2002-01-01,2002-12-31,2002,24,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2002-01-01,2002-12-31,2002,2011,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2002-01-01,2002-12-31,2002,0,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1996-01-01,1996-12-31,1996,44650,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1997-01-01,1997-12-31,1997,30730,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1998-01-01,1998-12-31,1998,72133,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,1999-01-01,1999-12-31,1999,21134,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2000-01-01,2000-12-31,2000,757,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2000-01-01,2000-12-31,2000,1139,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2000-01-01,2000-12-31,2000,3751,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,NANGGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2000-01-01,2000-12-31,2000,64,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2000-01-01,2000-12-31,2000,428,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2002-01-01,2002-12-31,2002,365,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2002-01-01,2002-12-31,2002,623,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2002-01-01,2002-12-31,2002,14,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2001-01-01,2001-12-31,2001,1105,Total,Admin1,Year,MOH-IDN-2005-Y01-00,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2003-01-01,2003-12-31,2003,349,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2003-01-01,2003-12-31,2003,4216,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2003-01-01,2003-12-31,2003,178,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2003-01-01,2003-12-31,2003,292,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2003-01-01,2003-12-31,2003,2364,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2003-01-01,2003-12-31,2003,603,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2003-01-01,2003-12-31,2003,2636,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2003-01-01,2003-12-31,2003,2,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2003-01-01,2003-12-31,2003,2,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2003-01-01,2003-12-31,2003,624,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2003-01-01,2003-12-31,2003,8683,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2003-01-01,2003-12-31,2003,184,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2003-01-01,2003-12-31,2003,1403,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2003-01-01,2003-12-31,2003,0,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2003-01-01,2003-12-31,2003,369,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2003-01-01,2003-12-31,2003,715,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,DI YOGYAKARTA,NA,"INDONESIA, DI YOGYAKARTA",IDN,1013669,ID-YO,NA,2003-01-01,2003-12-31,2003,1553,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2003-01-01,2003-12-31,2003,80,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2003-01-01,2003-12-31,2003,43,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2003-01-01,2003-12-31,2003,30,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,KEPULAUAN BANGKA BELITUNG,NA,"INDONESIA, KEPULAUAN BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2003-01-01,2003-12-31,2003,241,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2003-01-01,2003-12-31,2003,14071,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,NANGGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2003-01-01,2003-12-31,2003,128,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2003-01-01,2003-12-31,2003,196,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2003-01-01,2003-12-31,2003,300,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2003-01-01,2003-12-31,2003,1926,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2003-01-01,2003-12-31,2003,51934,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2002-01-01,2002-12-31,2002,974,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,DI YOGYAKARTA,NA,"INDONESIA, DI YOGYAKARTA",IDN,1013669,ID-YO,NA,2002-01-01,2002-12-31,2002,992,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2002-01-01,2002-12-31,2002,4,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2002-01-01,2002-12-31,2002,232,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2002-01-01,2002-12-31,2002,272,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2002-01-01,2002-12-31,2002,1406,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2002-01-01,2002-12-31,2002,63,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2002-01-01,2002-12-31,2002,978,Total,Admin1,Year,MOH-IDN-2006-Y01-01,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2002-01-01,2002-12-31,2002,40377,Total,Admin0,Year,WHOSEARO-ALL-19852009-Y01-00,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2003-01-01,2003-12-31,2003,878,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2003-01-01,2003-12-31,2003,260,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2003-01-01,2003-12-31,2003,8490,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2003-01-01,2003-12-31,2003,700,Total,Admin1,Year,MOH-IDN-2007-Y01-02,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2004-01-01,2004-01-31,2004,156,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2004-01-01,2004-01-31,2004,159,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2004-01-01,2004-01-31,2004,0,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2004-01-01,2004-01-31,2004,1,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NANGROE ACEH DARUSSALAM,NA,"INDONESIA, NANGROE ACEH DARUSSALAM",IDN,1013671,ID-AC,NA,2004-01-01,2004-01-31,2004,25,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA BARAT,NA,"INDONESIA, NUSATENGGARA BARAT",IDN,1013691,ID-NB,NA,2004-01-01,2004-01-31,2004,81,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,NUSATENGGARA TIMUR,NA,"INDONESIA, NUSATENGGARA TIMUR",IDN,1013683,ID-NT,NA,2004-01-01,2004-01-31,2004,298,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2004-01-01,2004-01-31,2004,49,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2004-01-01,2004-01-31,2004,51,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2004-01-01,2004-01-31,2004,319,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2004-01-01,2004-01-31,2004,17,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2004-01-01,2004-01-31,2004,14,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2004-01-01,2004-01-31,2004,24,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2004-01-01,2004-01-31,2004,28,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2004-01-01,2004-01-31,2004,107,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2004-01-01,2004-01-31,2004,25,Total,Admin1,Month,TYCHO-ALL-19242017-SV_DF01-00,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2004-01-01,2004-12-31,2004,2577,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2004-01-01,2004-12-31,2004,9047,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2004-01-01,2004-12-31,2004,390,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2004-01-01,2004-12-31,2004,212,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2004-01-01,2004-12-31,2004,378,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2004-01-01,2004-12-31,2004,1935,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2004-01-01,2004-12-31,2004,3500,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2004-01-01,2004-12-31,2004,293,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2004-01-01,2004-12-31,2004,8287,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2004-01-01,2004-12-31,2004,204,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2004-01-01,2004-12-31,2004,908,Total,Admin1,Year,MOH-IDN-2008-Y01-03,SEARO
